input_date_cctv,input_time_cctv,site,weigh_wood,correlation_class,class,int_class,image_hash,lg_class,cosine_class,precision
1/11/2022,11:42:11,TN,2270,0.052100069,mixed_wood_special,1,05bc2d1a0ada6365d5ebad7b1127d156.jpg,mixed_wood_special,0.13282564,1
1/11/2022,19:10:44,TN,3280,0.075281157,mixed_wood_special,1,a6cf48fc8bcc489b0aecd2fe455ef8fa.jpg,mixed_wood_special,0.24078144,1
1/11/2022,12:04:59,TN,1830,0.042001377,mixed_wood_special,1,63737b8105eb8492dc0f5d77ec29cca0.jpg,mixed_wood_special,0.12001509,1
1/11/2022,08:45:50,TN,14960,0.34335552,mixed_wood_special,1,2e5868acbbeff37bed06680cfd94f191.jpg,mixed_wood_special,0.21761583,1
1/11/2022,09:52:36,TN,2640,0.060592151,mixed_wood_special,1,4613bfeed25875fcfe48754c8a925049.jpg,mixed_wood_special,0.08968875,1
1/11/2022,12:29:37,TN,3130,0.071838421,mixed_wood_special,1,45400d19b2484a40741c4d0502e523ca.jpg,mixed_wood_special,0.15256901,1
1/11/2022,09:14:59,TN,11430,0.26233647,mixed_wood_special,1,ce0c7b15db7fd62f9a7ebaa35a4c84d7.jpg,mixed_wood_special,0.16899656,1
1/11/2022,12:39:52,KBR,29770,0.683268304,mixed_wood_special,1,ef7e452d5b0cb7222819500fc36d3135.jpg,mixed_wood_special,0.1950908,1
1/11/2022,11:39:10,KBR,14820,0.3401423,mixed_wood_special,1,71378c6a6c6dfba15c7ae798e908132e.jpg,mixed_wood_special,0.112943776,1
1/11/2022,12:18:59,TN,3540,0.081248566,mixed_wood_special,1,4b1f9ba5de10ef90bb9533bf292944c1.jpg,mixed_wood_special,0.11898882,1
1/11/2022,07:18:35,TN,2250,0.051641037,mixed_wood_special,1,8d2d7bb81e5cf1144e6a046535d1acd5.jpg,mixed_wood_special,0.10646734,1
1/11/2022,17:30:00,TN,10350,0.237548772,mixed_wood_special,1,e9f8f6a734e188072c40cdc37d6011cf.jpg,mixed_wood_special,0.17268528,1
1/11/2022,17:35:37,KBR,5680,0.13036493,mixed_wood_special,1,be81d95d63669b1e272be995db69e0ef.jpg,mixed_wood_special,0.15976931,1
1/11/2022,13:17:55,TN,3500,0.080330503,mixed_wood_special,1,32391e97a5280d19234f6788719dce6c.jpg,mixed_wood_special,0.117511585,1
1/11/2022,17:54:18,KBR,2390,0.054854258,mixed_wood_special,1,3eeb6159b4de6edc41bb95f5d46a83d9.jpg,mixed_wood_special,0.16431479,1
1/11/2022,13:15:15,TN,5440,0.124856553,mixed_wood_special,1,d9ae918fba35476c7fbd985a5c4b3a2e.jpg,mixed_wood_special,0.105173014,1
1/11/2022,12:22:07,KBR,6520,0.149644251,mixed_wood_special,1,3a6f0a02a5f97b565aa8d14112739c43.jpg,mixed_wood_special,0.15305823,1
1/11/2022,17:37:20,TN,17500,0.401652513,mixed_wood_special,1,eff4bd314f76d41d50bdb67ffc0d13dc.jpg,mixed_wood_special,0.25541103,1
1/11/2022,09:58:35,TN,2910,0.066789075,mixed_wood_special,1,322683d7641178866e42cd5497479eab.jpg,mixed_wood_special,0.10467196,1
1/11/2022,11:27:42,TN,3100,0.071149874,mixed_wood_special,1,50690e0c1a064d5f0388532a635ce12d.jpg,mixed_wood_special,0.1353394,1
1/11/2022,12:47:08,TN,2800,0.064264402,mixed_wood_special,1,07292e809843c2fd48afd987d9f9a438.jpg,mixed_wood_special,0.1361167,1
1/11/2022,12:31:19,TN,2580,0.059215056,mixed_wood_special,1,5345e5fa267241b805d0bf135f18de28.jpg,mixed_wood_special,0.11320543,1
1/11/2022,18:07:32,TN,16130,0.370208859,mixed_wood_special,1,7902f77d6864ed5e9f395f38b89acc72.jpg,mixed_wood_special,0.24124756,1
1/11/2022,12:20:41,TN,3440,0.078953408,mixed_wood_special,1,75e181e5a49e753991954a0a30d65b1d.jpg,mixed_wood_special,0.15492348,1
1/11/2022,17:26:46,KBR,6030,0.13839798,mixed_wood_special,1,76b2ddb93298c1dbb17f6f6b8f417782.jpg,mixed_wood_special,0.16318959,1
1/11/2022,10:59:15,TN,2680,0.061510213,mixed_wood_special,1,244dd445f3ff1a08446eb344f29e6d11.jpg,mixed_wood_special,0.13231376,1
1/11/2022,10:13:02,TN,2420,0.055542805,mixed_wood_special,1,99e93375a047f3de1f5cd855e8eb959a.jpg,mixed_wood_special,0.09653722,1
1/11/2022,15:06:08,TN,17200,0.394767042,mixed_wood_special,1,1de453ab0dcd4f0de02323af331ec064.jpg,mixed_wood_special,0.23363276,1
1/11/2022,21:09:46,TN,16500,0.378700941,mixed_wood_special,1,8bfb73d977c3053b2c096c95874b0482.jpg,mixed_wood_special,0.24646631,1
1/11/2022,15:08:51,TN,1940,0.04452605,mixed_wood_special,1,a69c9a82ef04043ff06f7387268603e0.jpg,mixed_wood_special,0.12345245,1
1/11/2022,12:38:02,TN,2820,0.064723434,mixed_wood_special,1,8af480d43f9115646a6cdb89222a9084.jpg,mixed_wood_special,0.13187401,1
1/11/2022,11:22:14,TN,4380,0.100527886,mixed_wood_special,1,c1ace52dc8994d871cdaae54e41c4f53.jpg,mixed_wood_special,0.15063936,1
1/11/2022,14:05:41,TN,16440,0.377323847,mixed_wood_special,1,43907a92e3b8ea139ab1fb69ba089213.jpg,mixed_wood_special,0.113631785,1
1/11/2022,14:50:06,TN,4220,0.096855635,mixed_wood_special,1,7e626aa894f02b0e4774f90e58681258.jpg,mixed_wood_special,0.12327371,1
2/11/2022,09:34:21,TN,3170,0.072756484,mixed_wood_special,1,88cd1282c6a27efa5310789e981828c6.jpg,mixed_wood_special,0.14574993,1
2/11/2022,20:29:54,TN,10700,0.245581822,mixed_wood_special,1,1cdc39b5ff9d57881144a3f085f7741b.jpg,mixed_wood_special,0.29981646,1
2/11/2022,10:36:38,TN,2630,0.060362635,mixed_wood_special,1,12058b5415f296de2204230e7cd700c9.jpg,mixed_wood_special,0.1319539,1
2/11/2022,07:08:06,TN,9610,0.220564609,mixed_wood_special,1,5a99d383cdc6a5fb4249d523e45ca3d1.jpg,mixed_wood_special,0.17218818,1
2/11/2022,09:41:34,TN,2770,0.063575855,mixed_wood_special,1,41547d29d30eb148cfa95be99ee493fa.jpg,mixed_wood_special,0.16650231,1
2/11/2022,20:26:53,TN,16130,0.370208859,mixed_wood_special,1,08d2f523099b82bfee0e5fead28648f2.jpg,mixed_wood_special,0.5265101,1
3/11/2022,17:27:08,TN,6670,0.153086986,mixed_wood_special,1,445e02971ea72364a9367d8aa90d1fc8.jpg,mixed_wood_special,0.113586955,1
3/11/2022,16:00:16,KBR,1270,0.029148497,mixed_wood_special,1,836826d02cf5011541810c0453a36984.jpg,mixed_wood_special,0.12947468,1
3/11/2022,14:39:59,TN,2200,0.050493459,mixed_wood_special,1,994ff5cf25eb25b1e7e75d9ba4285cd6.jpg,mixed_wood_special,0.10653775,1
3/11/2022,14:31:56,TN,10320,0.236860225,mixed_wood_special,1,c0de89217792890bf333b85b296875c9.jpg,mixed_wood_special,0.17253028,1
3/11/2022,14:48:44,TN,2920,0.067018591,mixed_wood_special,1,27bb62fc79ad39d0e7409de5a74c9758.jpg,mixed_wood_special,0.110894635,1
3/11/2022,12:24:56,TN,18460,0.423686022,mixed_wood_special,1,6cbf22fa4bf328076bb8f94d52a3c590.jpg,mixed_wood_special,0.195675,1
3/11/2022,09:40:47,TN,1460,0.033509295,mixed_wood_special,1,3e52cd86eff75f70b38e2b499bc594e0.jpg,mixed_wood_special,0.12914467,1
3/11/2022,13:36:51,TN,16310,0.374340142,mixed_wood_special,1,830e0881d6f52accff01cfc6112313a3.jpg,mixed_wood_special,0.19715941,1
3/11/2022,16:17:32,TN,1780,0.040853798,mixed_wood_special,1,662438af25966897b2f89d53ccd066ae.jpg,mixed_wood_special,0.08922531,1
3/11/2022,16:15:35,TN,1860,0.042689924,mixed_wood_special,1,72450bebbeb068a363ac28912d99f7d9.jpg,mixed_wood_special,0.085583024,1
3/11/2022,14:40:41,KBR,6260,0.143676842,mixed_wood_special,1,f42fe7a3ae6268229e39f82496938dd1.jpg,mixed_wood_special,0.19851889,1
4/11/2022,14:27:28,TN,2690,0.061739729,mixed_wood_special,1,32e16a8cef48946dc686ec9f47938662.jpg,mixed_wood_special,0.1066483,1
4/11/2022,18:37:46,KBR,9070,0.20817076,mixed_wood_special,1,78ed03ffb6fb3b6532d3147cac7507af.jpg,mixed_wood_special,0.13120568,1
4/11/2022,17:38:27,KBR,4630,0.106265779,mixed_wood_special,1,d837ed69abb9a44c5e40bf14fb0ce594.jpg,mixed_wood_special,0.15853563,1
4/11/2022,11:01:14,TN,3280,0.075281157,mixed_wood_special,1,824ae8a060c01109a840a9e8f9d393cb.jpg,mixed_wood_special,0.07944093,1
4/11/2022,17:31:40,TN,1870,0.04291944,mixed_wood_special,1,37107fc96f1466bc436494ea9cefa78f.jpg,mixed_wood_special,0.093099065,1
4/11/2022,14:00:17,TN,17590,0.403718155,mixed_wood_special,1,2eb11fe9510331270286b008ccb44b48.jpg,mixed_wood_special,0.24802846,1
4/11/2022,18:34:38,KBR,11610,0.266467753,mixed_wood_special,1,35ea5557f9b992763fd0141086e366cb.jpg,mixed_wood_special,0.1759751,1
4/11/2022,13:58:00,TN,2610,0.059903603,mixed_wood_special,1,13f8bfb19eadba74b7755002c79286b6.jpg,mixed_wood_special,0.083783194,1
4/11/2022,15:10:44,TN,2490,0.057149415,mixed_wood_special,1,9abb739352af26fa5309aa96a2f5707a.jpg,mixed_wood_special,0.12627743,1
4/11/2022,15:44:15,TN,3550,0.081478081,mixed_wood_special,1,7499b3f255143e99dde5bcfbe3623633.jpg,mixed_wood_special,0.0963003,1
4/11/2022,11:23:45,TN,3470,0.079641955,mixed_wood_special,1,1d03edc44f78fefd84754a189b6675aa.jpg,mixed_wood_special,0.10221584,1
4/11/2022,18:50:57,TN,26440,0.606839569,mixed_wood_special,1,802dda36c532fff0249240dcb062ae4a.jpg,mixed_wood_special,0.23259048,1
4/11/2022,15:32:12,KBR,3020,0.069313748,mixed_wood_special,1,1ad66af0ee72b17e98737ff1f34b9161.jpg,mixed_wood_special,0.18190993,1
4/11/2022,18:55:35,KBR,4420,0.101445949,mixed_wood_special,1,28487eaff60d092d63a9090b289c31b3.jpg,mixed_wood_special,0.15451364,1
4/11/2022,12:56:00,TN,1600,0.036722515,mixed_wood_special,1,fecf6a950f24542442c35d1665521cbe.jpg,mixed_wood_special,0.057276215,1
4/11/2022,18:57:35,TN,9650,0.221482672,mixed_wood_special,1,91db70f312d396df501854087f13bdc2.jpg,mixed_wood_special,0.27314085,1
4/11/2022,18:28:42,TN,16180,0.371356438,mixed_wood_special,1,520870f163978234ca89fa18895278a0.jpg,mixed_wood_special,0.20829721,1
4/11/2022,16:21:49,KBR,7446,0.170897406,mixed_wood_special,1,2dedc4b9e26ec0c63e8422f75d20efdc.jpg,mixed_wood_special,0.108719215,1
4/11/2022,14:46:13,TN,1610,0.036952031,mixed_wood_special,1,b658e155e220b3dbb022127305dcc636.jpg,mixed_wood_special,0.07821818,1
4/11/2022,14:38:38,TN,10140,0.232728942,mixed_wood_special,1,e24e64669162dee01c26d63004e9d0b7.jpg,mixed_wood_special,0.13793686,1
4/11/2022,17:22:16,KBR,2330,0.053477163,mixed_wood_special,1,ba64f79427e87b8fc32d737e0ef76724.jpg,mixed_wood_special,0.14188,1
4/11/2022,17:11:28,KBR,9320,0.213908653,mixed_wood_special,1,b24785c0fa0c7ff5f03beaf609f46e50.jpg,mixed_wood_special,0.16998902,1
4/11/2022,11:28:13,TN,2630,0.060362635,mixed_wood_special,1,4d70741add1e4a4e2478c44be38d2070.jpg,mixed_wood_special,0.083112985,1
4/11/2022,19:02:29,KBR,5650,0.129676383,mixed_wood_special,1,7210ab89fc8f5474f8f285b3e4c7f222.jpg,mixed_wood_special,0.15176491,1
4/11/2022,18:02:50,TN,15220,0.349322929,mixed_wood_special,1,28c13eb9383517605e110564211a65d9.jpg,mixed_wood_special,0.23330244,1
4/11/2022,10:41:21,KBR,7529,0.172802387,mixed_wood_special,1,6dd2ab875d3fdc2ad4f5415290ac6608.jpg,mixed_wood_special,0.16067769,1
4/11/2022,15:38:32,TN,1320,0.030296075,mixed_wood_special,1,f94ef2d1ddc4550abd7f5b508faceea4.jpg,mixed_wood_special,0.055618647,1
4/11/2022,16:41:31,TN,3060,0.070231811,mixed_wood_special,1,ab5a86a952b94f5d9a3eddb0218cbcff.jpg,mixed_wood_special,0.08696386,1
5/11/2022,10:51:44,TN,3970,0.091117742,mixed_wood_special,1,4932d59315ea0329cf7de150ebb8001a.jpg,mixed_wood_special,0.12275899,1
5/11/2022,15:21:46,TN,3380,0.077576314,mixed_wood_special,1,c81923c89e1b661be18161f56b4768f3.jpg,mixed_wood_special,0.111175805,1
5/11/2022,12:38:47,TN,1700,0.039017673,mixed_wood_special,1,4abbc38bf0aebe78e8a0dcd8ead3ea73.jpg,mixed_wood_special,0.06659343,1
5/11/2022,16:32:25,TN,2420,0.055542805,mixed_wood_special,1,a9e25f7757febef0e0c6a6068a58b49c.jpg,mixed_wood_special,0.11020488,1
5/11/2022,19:01:43,TN,17130,0.393160431,mixed_wood_special,1,c55995ce7f74934216321d5922d20ef3.jpg,mixed_wood_special,0.3162487,1
5/11/2022,17:22:05,KBR,2730,0.062657792,mixed_wood_special,1,d0de0f98f2d7be12f0f0b743f36ceb6b.jpg,mixed_wood_special,0.15360317,1
5/11/2022,17:07:35,KBR,10550,0.242139087,mixed_wood_special,1,a4d43109c7e7af184cf673af7c591397.jpg,mixed_wood_special,0.17921573,1
5/11/2022,13:56:30,TN,2920,0.067018591,mixed_wood_special,1,5e0d3d2e262509d55fafe00ee0f233b2.jpg,mixed_wood_special,0.059849687,1
5/11/2022,13:00:47,KBR,3340,0.076658251,mixed_wood_special,1,12142960f4845aea09759e24b40122c3.jpg,mixed_wood_special,0.15243365,1
5/11/2022,15:25:33,KBR,2760,0.063346339,mixed_wood_special,1,770303cf7129301d92365778dee57a10.jpg,mixed_wood_special,0.18534996,1
5/11/2022,17:47:28,KBR,3460,0.07941244,mixed_wood_special,1,2c1ee916e9e028fe08aecbaa184d0a87.jpg,mixed_wood_special,0.1645202,1
5/11/2022,13:09:22,KBR,3430,0.078723893,mixed_wood_special,1,687d172fa0497444eebc00d0efb3f81d.jpg,mixed_wood_special,0.18876818,1
5/11/2022,13:29:40,TN,2600,0.059674088,mixed_wood_special,1,0a184b0cf2eebe3297c7b76a69b05a24.jpg,mixed_wood_special,0.09977755,1
5/11/2022,16:04:20,TN,4180,0.095937572,mixed_wood_special,1,d7089d5ee45444b1187dd9d63bd5a2c0.jpg,mixed_wood_special,0.0867205,1
5/11/2022,18:53:47,TN,15100,0.34656874,mixed_wood_special,1,df264b06902a334d67725c965b5f4527.jpg,mixed_wood_special,0.31476858,1
5/11/2022,16:35:44,TN,4870,0.111774157,mixed_wood_special,1,36b15e0e44c1c8b1fb86d7b56fea0b64.jpg,mixed_wood_special,0.123152226,1
5/11/2022,18:31:11,KBR,11300,0.259352766,mixed_wood_special,1,5ab16072274fd77cdeaec0ef1fc39cc4.jpg,mixed_wood_special,0.16353905,1
5/11/2022,11:49:57,KBR,5810,0.133348634,mixed_wood_special,1,b6b61c9db8af9a4a5705b6b468690487.jpg,mixed_wood_special,0.18121094,1
5/11/2022,10:22:38,KBR,5340,0.122561395,mixed_wood_special,1,28be5acd2a74e1be8f41483388f4c0c7.jpg,mixed_wood_special,0.1929198,1
5/11/2022,12:29:57,TN,2420,0.055542805,mixed_wood_special,1,ecdb8e5c983cd47885407c3d6fab7aa8.jpg,mixed_wood_special,0.09192806,1
5/11/2022,15:47:20,TN,3080,0.070690842,mixed_wood_special,1,73f9793dd2a3a45af9c07d7534942c7a.jpg,mixed_wood_special,0.046077527,1
5/11/2022,00:16:27,TN,32240,0.739958687,mixed_wood_special,1,8219bfc7cd648ed03139ecf0dfc7bcb9.jpg,mixed_wood_special,0.8331813,1
5/11/2022,13:59:04,KBR,12000,0.275418866,mixed_wood_special,1,3faa15bf45549749c4b8d129773dcad2.jpg,mixed_wood_special,0.16204464,1
5/11/2022,12:42:01,TN,2300,0.052788616,mixed_wood_special,1,455c9149dbfea80c6b04753bd3c3e1b0.jpg,mixed_wood_special,0.11236161,1
5/11/2022,15:03:06,TN,3210,0.073674547,mixed_wood_special,1,39b6b6569457c6296e96837a320d41cf.jpg,mixed_wood_special,0.11137475,1
5/11/2022,10:39:47,KBR,11690,0.268303879,mixed_wood_special,1,4a38681cb109f618ebfbf42bbefeaf11.jpg,mixed_wood_special,0.16614504,1
5/11/2022,13:54:35,TN,1960,0.044985081,mixed_wood_special,1,211ec198bbd444f0237198d60a83dc42.jpg,mixed_wood_special,0.06725853,1
5/11/2022,17:27:33,TN,4140,0.095019509,mixed_wood_special,1,cff8a82d4a08d4fbd812c16edeed430f.jpg,mixed_wood_special,0.1293206,1
5/11/2022,17:28:57,KBR,10250,0.235253615,mixed_wood_special,1,2683bca1df888b8bea16cb1ba4c905af.jpg,mixed_wood_special,0.19167678,1
5/11/2022,20:42:08,TN,16530,0.379389488,mixed_wood_special,1,ef5cb3a35d0059f8bee8e06142f13bc0.jpg,mixed_wood_special,0.23224732,1
5/11/2022,17:52:14,KBR,4880,0.112003672,mixed_wood_special,1,892c7cec09a7de9f601e5e3fab8b9666.jpg,mixed_wood_special,0.15754533,1
5/11/2022,17:51:36,TN,2220,0.05095249,mixed_wood_special,1,da42b5dfef0cf459f27cbecd91e166d7.jpg,mixed_wood_special,0.11173884,1
5/11/2022,14:41:48,TN,2140,0.049116364,mixed_wood_special,1,97093c2bc1b7a7ad5b41fe8a956ec81e.jpg,mixed_wood_special,0.05292938,1
5/11/2022,22:26:05,TN,10930,0.250860684,mixed_wood_special,1,974885c12b22bbaaa316c60ca9535c01.jpg,mixed_wood_special,0.27038246,1
5/11/2022,16:18:19,TN,2480,0.056919899,mixed_wood_special,1,09f50c1e42af1fbc484865b170362f55.jpg,mixed_wood_special,0.05654829,1
6/11/2022,12:26:50,TN,1580,0.036263484,mixed_wood_special,1,aa58122d6f0ba2217816eabb967223a4.jpg,mixed_wood_special,0.10318592,1
6/11/2022,15:57:52,KBR,3720,0.085379849,mixed_wood_special,1,f4b02ccfd2c9ba3fca0c0fd7ced35196.jpg,mixed_wood_special,0.17505632,1
6/11/2022,14:25:26,KBR,11870,0.272435162,mixed_wood_special,1,2a362d7065b4b90c8ee0682024b0175e.jpg,mixed_wood_special,0.18942186,1
6/11/2022,13:50:03,KBR,5170,0.118659628,mixed_wood_special,1,832e09046b7fc2833705b5b20b48bf9b.jpg,mixed_wood_special,0.20786202,1
6/11/2022,12:04:39,KBR,6000,0.137709433,mixed_wood_special,1,a432b2986981782141ae9c3a1d9e2bd6.jpg,mixed_wood_special,0.113759264,1
6/11/2022,15:25:38,KBR,3360,0.077117283,mixed_wood_special,1,f4909d26b7acce85e8a097073c6ad8df.jpg,mixed_wood_special,0.14127901,1
6/11/2022,16:51:25,KBR,3240,0.074363094,mixed_wood_special,1,12a362b02747ee9a5c41175abae26330.jpg,mixed_wood_special,0.18540373,1
6/11/2022,10:56:40,KBR,11320,0.259811797,mixed_wood_special,1,66445b1f20bb9061f53ad21e59d532c8.jpg,mixed_wood_special,0.16719273,1
6/11/2022,11:29:18,KBR,10370,0.238007804,mixed_wood_special,1,72986439884b41a4971601ed3bc966af.jpg,mixed_wood_special,0.19340795,1
6/11/2022,18:02:28,KBR,4620,0.106036263,mixed_wood_special,1,60ec016a4b3a41fc81e06dabda7ceab6.jpg,mixed_wood_special,0.16977614,1
6/11/2022,16:57:49,KBR,3890,0.089281616,mixed_wood_special,1,b05086e1ce70b33a1a7366f1eb1e923f.jpg,mixed_wood_special,0.17157802,1
6/11/2022,10:48:57,KBR,4350,0.099839339,mixed_wood_special,1,3fb65c32daecb5f7c0c6490c6e74032b.jpg,mixed_wood_special,0.1703913,1
6/11/2022,18:42:06,TN,9870,0.226532017,mixed_wood_special,1,853e3bab605a11295f5cdb8b7ff0bf72.jpg,mixed_wood_special,0.20989001,1
6/11/2022,13:20:35,TN,2560,0.058756025,mixed_wood_special,1,3f7bdb5986f796eeaf530ffe961ed6ee.jpg,mixed_wood_special,0.07968428,1
6/11/2022,09:59:57,TN,3780,0.086756943,mixed_wood_special,1,f1629e46a56fc2aeba42419e80666577.jpg,mixed_wood_special,0.06363306,1
6/11/2022,10:27:22,TN,2220,0.05095249,mixed_wood_special,1,5406573993e031741b77c5693b230cd0.jpg,mixed_wood_special,0.12340721,1
6/11/2022,15:41:00,TN,10980,0.252008263,mixed_wood_special,1,1a762c2666722bd51361539c71399a3a.jpg,mixed_wood_special,0.073934995,1
6/11/2022,15:50:59,KBR,13120,0.301124627,mixed_wood_special,1,17c5c1b784651f7d31779b99552efa35.jpg,mixed_wood_special,0.18890834,1
6/11/2022,11:18:24,TN,3060,0.070231811,mixed_wood_special,1,adcda174626ecd65f595a664af871916.jpg,mixed_wood_special,0.15312938,1
6/11/2022,09:38:39,TN,2350,0.053936195,mixed_wood_special,1,b83e87c49c92bf3bc593bc0dd826e428.jpg,mixed_wood_special,0.16191846,1
6/11/2022,10:14:55,KBR,6740,0.154693597,mixed_wood_special,1,c0d179de58f2177db1a37865c0d24205.jpg,mixed_wood_special,0.15592082,1
6/11/2022,16:19:29,TN,3740,0.08583888,mixed_wood_special,1,b5481e8b5962d6c5f3dc1aacb137975d.jpg,mixed_wood_special,0.085321695,1
6/11/2022,12:41:44,TN,3630,0.083314207,mixed_wood_special,1,955325af24e2af71530f810d99d7191c.jpg,mixed_wood_special,0.08882772,1
6/11/2022,12:48:10,TN,16440,0.377323847,mixed_wood_special,1,1696971dff25a6ff000714225fa8dd8e.jpg,mixed_wood_special,0.1650353,1
6/11/2022,10:26:49,KBR,6760,0.155152628,mixed_wood_special,1,f32ddbdfa1c34647165f2c3540f55053.jpg,mixed_wood_special,0.15515447,1
6/11/2022,13:07:38,TN,2670,0.061280698,mixed_wood_special,1,ebac2354c6b720dbe3b646a0f5cec9d3.jpg,mixed_wood_special,0.20037101,1
6/11/2022,21:38:17,TN,18030,0.413816846,mixed_wood_special,1,f28c6cd0b4c87a2d5daa6cafb8096307.jpg,mixed_wood_special,0.25439686,1
6/11/2022,17:29:27,TN,2010,0.04613266,mixed_wood_special,1,eb3804bf8964ae9c17bce8ba51d97d3a.jpg,mixed_wood_special,0.1223885,1
6/11/2022,11:14:28,TN,1590,0.036493,mixed_wood_special,1,b64989c715ae75ab8f2905716293a69e.jpg,mixed_wood_special,0.07406491,1
6/11/2022,11:35:35,TN,3780,0.086756943,mixed_wood_special,1,305b8c88225813b1aae1a82b0a48f97c.jpg,mixed_wood_special,0.046056047,1
6/11/2022,14:43:18,TN,1000,0.022951572,mixed_wood_special,1,a712ecd7a905f4befaf3a96c2dbcc4bc.jpg,mixed_wood_special,0.11190002,1
6/11/2022,11:23:57,TN,2620,0.060133119,mixed_wood_special,1,0795ecf89ce9570108c6a7324794e040.jpg,mixed_wood_special,0.1749433,1
6/11/2022,17:06:10,TN,29870,0.685563461,mixed_wood_special,1,89655cbb45beffc2cad2c45a3af354d3.jpg,mixed_wood_special,0.15034316,1
6/11/2022,18:30:03,TN,18130,0.416112004,mixed_wood_special,1,74bd81ced6d9d2c483610f53b53a2bc2.jpg,mixed_wood_special,0.11818941,1
6/11/2022,18:31:21,KBR,1690,0.038788157,mixed_wood_special,1,90e0aad1264f290a3ef9fc2ebb2b04e5.jpg,mixed_wood_special,0.15333848,1
6/11/2022,16:12:25,KBR,10730,0.24627037,mixed_wood_special,1,bc7830548c83b62fb8d0c034bb6a420b.jpg,mixed_wood_special,0.18894583,1
6/11/2022,13:18:57,TN,2170,0.049804912,mixed_wood_special,1,56dd7b82fc2a4e9ba2983f60828b5503.jpg,mixed_wood_special,0.07516394,1
6/11/2022,18:26:11,TN,16950,0.389029148,mixed_wood_special,1,fdb9800decd9de973101a002a30d6614.jpg,mixed_wood_special,0.07691241,1
6/11/2022,16:09:01,KBR,4330,0.099380308,mixed_wood_special,1,79a3a5e0d4bb6386434f9c9d7efc9a2d.jpg,mixed_wood_special,0.18355694,1
6/11/2022,17:13:10,TN,6180,0.141840716,mixed_wood_special,1,4fca544496cb32b8deb737aaa8b25e78.jpg,mixed_wood_special,0.11037574,1
